DATE	USDJPY	EURUSD	USDCAD
4/13/2000	105.9219728	0.960825	1.459626759
4/14/2000	105.8151182	0.96091	1.461243258
4/16/2000	105.6441546	0.96049	1.462724852
4/17/2000	105.5304256	0.959015	1.464779628
4/18/2000	105.4760993	0.957405	1.466324426
4/19/2000	105.3888518	0.95614	1.467226861
4/20/2000	105.4203897	0.955195	1.467871922
4/21/2000	105.4536859	0.954435	1.46856031
4/23/2000	105.4876206	0.953455	1.469040281
4/24/2000	105.4754663	0.952655	1.469779302
4/25/2000	105.5016123	0.950905	1.469676511
4/26/2000	105.5776493	0.94916	1.470278748
4/27/2000	105.6607303	0.94655	1.470985534
4/28/2000	105.8920893	0.944025	1.472025007
4/30/2000	106.1204617	0.941715	1.472975006
5/1/2000	106.3632749	0.939825	1.473415482
5/2/2000	106.5724868	0.937505	1.474652103
5/3/2000	106.8217738	0.93401	1.476389998
5/4/2000	106.9216049	0.930655	1.478038569
5/5/2000	107.0757377	0.927665	1.479196801
5/7/2000	107.237096	0.925105	1.480339963
5/8/2000	107.3802298	0.92183	1.481555204
5/9/2000	107.555446	0.91887	1.482235661
5/10/2000	107.7330225	0.91661	1.483298931
5/11/2000	107.7746394	0.91449	1.483670462
5/12/2000	107.8132452	0.913335	1.483892323
5/14/2000	107.8986504	0.912275	1.484045435
5/15/2000	108.006398	0.9108	1.484260155
5/16/2000	108.151503	0.90893	1.484387759
5/17/2000	108.2504074	0.906735	1.485588925
5/18/2000	108.3008448	0.9055	1.486904266
5/19/2000	108.167431	0.904255	1.487837193
5/21/2000	108.0543424	0.903565	1.488652698
5/22/2000	107.9710717	0.90322	1.489628632
5/23/2000	107.8328744	0.90298	1.491425905
5/24/2000	107.8106958	0.902355	1.493290104
5/25/2000	107.8125343	0.902505	1.494233904
5/26/2000	107.7494358	0.904465	1.495021151
5/28/2000	107.6609181	0.90636	1.495742946
5/29/2000	107.5894021	0.907795	1.496186475
5/30/2000	107.4704114	0.909305	1.49705443
5/31/2000	107.5179913	0.911275	1.496954008
6/1/2000	107.6248493	0.912455	1.496310769
6/2/2000	107.6634351	0.914555	1.494414505
6/4/2000	107.6945365	0.916655	1.492832172
6/5/2000	107.6683902	0.918025	1.491476727
6/6/2000	107.5256863	0.9198	1.49014561
6/7/2000	107.355621	0.922335	1.488979361
6/8/2000	107.2398475	0.925035	1.487971803
6/9/2000	107.2255763	0.927935	1.486764965
6/11/2000	107.1936167	0.93075	1.485558778
6/12/2000	107.1580342	0.93356	1.484781751
6/13/2000	107.1258404	0.93678	1.483221584
6/14/2000	107.0681413	0.939415	1.481829053
6/15/2000	107.0178422	0.941825	1.481359619
6/16/2000	106.9561429	0.94483	1.479963465
6/18/2000	106.8822245	0.947475	1.47888123
6/19/2000	106.7724889	0.9488	1.477654446
6/20/2000	106.6474899	0.949845	1.477030213
6/21/2000	106.5143956	0.95089	1.476684479
6/22/2000	106.3454056	0.951145	1.476685957
6/23/2000	106.1944146	0.95112	1.47720158
6/25/2000	106.031137	0.95143	1.477763334
6/26/2000	105.9919811	0.951065	1.478223969
6/27/2000	105.9317924	0.951115	1.478374067
6/28/2000	105.829717	0.950965	1.478205109
6/29/2000	105.7983153	0.95088	1.478728432
6/30/2000	105.8260948	0.95052	1.47879239
7/2/2000	105.8369429	0.95045	1.47895502
7/3/2000	105.8791389	0.950195	1.479168828
7/4/2000	105.9049352	0.9503	1.479847987
7/5/2000	106.0101794	0.950275	1.480548179
7/6/2000	106.1596861	0.94976	1.481076923
7/7/2000	106.3273351	0.94928	1.480983883
7/9/2000	106.4285413	0.94905	1.481071132
7/10/2000	106.4877278	0.948535	1.480873882
7/11/2000	106.5650871	0.94779	1.480790655
7/12/2000	106.7226978	0.94694	1.480839164
7/13/2000	106.8738695	0.946125	1.480816386
7/14/2000	106.9896914	0.945715	1.481129111
7/16/2000	107.0982922	0.94581	1.481459672
7/17/2000	107.1889311	0.94578	1.481444465
7/18/2000	107.2814138	0.94522	1.480973564
7/19/2000	107.3603268	0.94454	1.48054751
7/20/2000	107.433629	0.943895	1.479838224
7/21/2000	107.5837596	0.94356	1.478863155
7/23/2000	107.7062587	0.942775	1.478161902
7/24/2000	107.8037578	0.94179	1.476870292
7/25/2000	107.9214952	0.941095	1.475892169
7/26/2000	108.0470671	0.940835	1.474911962
7/27/2000	108.1368702	0.93981	1.474606061
7/28/2000	108.2857397	0.9383	1.474948341
7/30/2000	108.3947169	0.936935	1.475296118
7/31/2000	108.4980772	0.935895	1.476344107
8/1/2000	108.5296889	0.934245	1.477435144
8/2/2000	108.5725756	0.932315	1.477669893
8/3/2000	108.5561399	0.93007	1.478367998
8/4/2000	108.5584123	0.928425	1.479351998
8/6/2000	108.5690397	0.9271	1.480327998
8/7/2000	108.5805597	0.925585	1.480887237
8/8/2000	108.5824112	0.92371	1.481488452
8/9/2000	108.4840863	0.92201	1.481613361
8/10/2000	108.5065543	0.921165	1.481678756
8/11/2000	108.50593	0.9201	1.481880779
8/13/2000	108.5301272	0.91859	1.482092133
8/14/2000	108.6158294	0.917105	1.482330978
8/15/2000	108.6581313	0.916045	1.482280408
8/16/2000	108.6354521	0.915135	1.481834655
8/17/2000	108.6815996	0.913905	1.48114564
8/18/2000	108.6500187	0.912095	1.480703199
8/20/2000	108.6090645	0.910865	1.480160037
8/21/2000	108.590106	0.909845	1.479859081
8/22/2000	108.4815245	0.90833	1.479729645
8/23/2000	108.3470936	0.907045	1.480193488
8/24/2000	108.2092751	0.906175	1.480765537
8/25/2000	108.078868	0.905515	1.481035486
8/27/2000	107.9027853	0.90546	1.481470201
8/28/2000	107.7729962	0.90501	1.481530182
8/29/2000	107.6384252	0.904245	1.481736831
8/30/2000	107.5300037	0.903545	1.481228562
8/31/2000	107.4271462	0.90296	1.480540127
9/1/2000	107.2807513	0.902895	1.47982202
9/3/2000	107.151156	0.902555	1.479086589
9/4/2000	107.066284	0.902255	1.478525962
9/5/2000	106.9504474	0.90153	1.478494918
9/6/2000	106.8504048	0.899645	1.478800164
9/7/2000	106.7160805	0.89748	1.478676339
9/8/2000	106.6602633	0.895085	1.478488116
9/10/2000	106.6192859	0.892715	1.478289248
9/11/2000	106.5755444	0.89027	1.478528367
9/12/2000	106.601683	0.888075	1.478725665
9/13/2000	106.6539037	0.88591	1.479208935
9/14/2000	106.7278176	0.884465	1.480036656
9/15/2000	106.7642159	0.882005	1.480242689
9/17/2000	106.8019096	0.879745	1.480714813
9/18/2000	106.8093468	0.8773	1.481361022
9/19/2000	106.8236947	0.8746	1.48155521
9/20/2000	106.7938191	0.87199	1.481788047
9/21/2000	106.800122	0.87031	1.48235109
9/22/2000	106.9096342	0.869435	1.482889082
9/24/2000	106.9887166	0.86904	1.483452026
9/25/2000	107.0364579	0.86778	1.483789929
9/26/2000	107.0863191	0.86682	1.484124221
9/27/2000	107.1285744	0.86612	1.485207629
9/28/2000	107.2049006	0.865755	1.486749759
9/29/2000	107.2882434	0.866525	1.488249782
10/1/2000	107.3693631	0.86707	1.489711708
10/2/2000	107.4922809	0.867605	1.49152964
10/3/2000	107.6092065	0.868085	1.49278396
10/4/2000	107.7597583	0.868905	1.493099774
10/5/2000	107.854067	0.86926	1.493614081
10/6/2000	107.9422511	0.86973	1.494555597
10/8/2000	108.0391796	0.869985	1.495416969
10/9/2000	108.0935434	0.870775	1.496186781
10/10/2000	108.0817774	0.87175	1.496616612
10/11/2000	108.0530367	0.872465	1.497453125
10/12/2000	108.016557	0.87309	1.499095684
10/13/2000	108.0006944	0.873565	1.499800857
10/15/2000	107.9768188	0.873335	1.500534109
10/16/2000	107.9809313	0.87199	1.50225467
10/17/2000	107.9836997	0.870625	1.503773273
10/18/2000	107.962395	0.868875	1.504928199
10/19/2000	108.0069288	0.867085	1.505401704
10/20/2000	108.0919832	0.865005	1.50597297
10/22/2000	108.1717943	0.86296	1.506546973
10/23/2000	108.1801949	0.86059	1.506932976
10/24/2000	108.1563668	0.858305	1.508053645
10/25/2000	108.1757604	0.855815	1.508762821
10/26/2000	108.1866404	0.853415	1.510004457
10/27/2000	108.2307699	0.851635	1.511832604
10/29/2000	108.279268	0.850135	1.513524737
10/30/2000	108.3517186	0.84875	1.515198572
10/31/2000	108.4020312	0.847685	1.515827279
11/1/2000	108.367552	0.847305	1.517538967
11/2/2000	108.3458804	0.84664	1.518830494
11/3/2000	108.2234156	0.84663	1.520160923
11/5/2000	108.1221379	0.846825	1.521250359
11/6/2000	108.05622	0.847125	1.52231223
11/7/2000	107.9651514	0.84761	1.523358684
11/8/2000	107.9037084	0.847845	1.525286428
11/9/2000	107.8833553	0.848465	1.527125816
11/10/2000	107.8820833	0.84949	1.528628119
11/12/2000	107.8885516	0.850345	1.530082584
11/13/2000	107.8744038	0.851245	1.531312814
11/14/2000	107.8968415	0.85219	1.53257826
11/15/2000	107.9866662	0.85326	1.534380331
11/16/2000	108.0650789	0.854045	1.536334585
11/17/2000	108.1369762	0.855065	1.538255101
11/19/2000	108.222026	0.856055	1.539945091
11/20/2000	108.3780236	0.856685	1.541645559
11/21/2000	108.5382118	0.85698	1.542545982
11/22/2000	108.683144	0.857205	1.542817793
11/23/2000	108.8742731	0.856715	1.543178003
11/24/2000	109.1005328	0.8556	1.542722955
11/26/2000	109.3119107	0.854665	1.542387436
11/27/2000	109.4183954	0.85393	1.541693394
11/28/2000	109.4909291	0.853505	1.541303547
11/29/2000	109.6451264	0.853335	1.541693685
11/30/2000	109.7170191	0.853925	1.540837144
12/1/2000	109.8630173	0.85517	1.541395511
12/3/2000	109.9798728	0.85584	1.541795939
12/4/2000	110.0846468	0.857155	1.541996326
12/5/2000	110.146109	0.858025	1.541825247
12/6/2000	110.1636224	0.85953	1.54044189
12/7/2000	110.2042298	0.86105	1.539371234
12/8/2000	110.2752556	0.86253	1.537059688
12/10/2000	110.3366598	0.86403	1.535311146
12/11/2000	110.3950731	0.865515	1.534357704
12/12/2000	110.5831614	0.86686	1.53365697
12/13/2000	110.7580984	0.86818	1.532403925
12/14/2000	110.9306605	0.870525	1.530860694
12/15/2000	111.0810738	0.87306	1.529826342
12/17/2000	111.2209715	0.875925	1.528995262
12/18/2000	111.3104028	0.87876	1.528700475
12/19/2000	111.4398882	0.8816	1.528157573
12/20/2000	111.5856132	0.884395	1.527475899
12/21/2000	111.6803167	0.887305	1.526840099
12/22/2000	111.7926675	0.890515	1.525874376
12/24/2000	111.8943182	0.89288	1.525010149
12/25/2000	112.0586688	0.89512	1.524256802
12/26/2000	112.2549861	0.89769	1.523041868
12/27/2000	112.4678446	0.899855	1.521933119
12/28/2000	112.6823355	0.902275	1.519996631
12/29/2000	112.8430655	0.90489	1.518044571
12/31/2000	112.9884878	0.90753	1.516278422
1/1/2001	113.1286318	0.9101	1.514699524
1/2/2001	113.2687621	0.913495	1.512670998
1/3/2001	113.3193562	0.91615	1.51107376
1/4/2001	113.6289413	0.920085	1.510304831
1/5/2001	113.9109469	0.924075	1.509171037
1/7/2001	114.1479996	0.927255	1.508145224
1/8/2001	114.312952	0.929695	1.506940917
1/9/2001	114.5069566	0.931985	1.505746544
1/10/2001	114.7167702	0.93426	1.505180207
1/11/2001	115.0142207	0.93703	1.504134473
1/12/2001	115.3500092	0.939195	1.503788332
1/14/2001	115.7233417	0.94077	1.503522777
1/15/2001	115.982071	0.941675	1.503272989
1/16/2001	116.0866357	0.94255	1.503599371
1/17/2001	116.3793371	0.943255	1.504370859
1/18/2001	116.501305	0.94407	1.504830777
1/19/2001	116.5640378	0.94427	1.505418322
1/21/2001	116.597939	0.94461	1.505949911
1/22/2001	116.6438495	0.94464	1.505459443
1/23/2001	116.6644353	0.944335	1.505844258
1/24/2001	116.7716319	0.94341	1.506468614
1/25/2001	116.7819527	0.94205	1.506509699
1/26/2001	116.8189096	0.94175	1.506394489
1/28/2001	116.8666325	0.940265	1.506223586
1/29/2001	116.8507627	0.938245	1.50577372
1/30/2001	116.8135472	0.936715	1.505547652
1/31/2001	116.7865427	0.93659	1.504914542
2/1/2001	116.6659196	0.93643	1.503913157
2/2/2001	116.5729749	0.936225	1.503216666
2/4/2001	116.5079297	0.93549	1.502624602
2/5/2001	116.3681268	0.93474	1.502993688
2/6/2001	116.2311624	0.933825	1.50367048
2/7/2001	116.2396231	0.93319	1.504092339
2/8/2001	116.2577542	0.932045	1.504607354
2/9/2001	116.3789205	0.931355	1.505216177
2/11/2001	116.5275947	0.930375	1.505805113
2/12/2001	116.5954429	0.930165	1.507318912
2/13/2001	116.611115	0.92937	1.508659968
2/14/2001	116.5710088	0.928135	1.51046378
2/15/2001	116.5032937	0.92667	1.51274342
2/16/2001	116.4286943	0.926375	1.515263095
2/18/2001	116.3554853	0.925895	1.517380895
2/19/2001	116.3321057	0.925755	1.518954143
2/20/2001	116.2547623	0.92503	1.520948987
2/21/2001	116.2314516	0.924555	1.522582416
2/22/2001	116.2789324	0.923485	1.524136472
2/23/2001	116.2409389	0.92235	1.525342522
2/25/2001	116.2275161	0.921275	1.526414663
2/26/2001	116.2315622	0.92	1.5265466
2/27/2001	116.2380801	0.918895	1.526704067
2/28/2001	116.3411201	0.91827	1.527732251
3/1/2001	116.4438705	0.918325	1.529452989
3/2/2001	116.6835019	0.91871	1.530886037
3/4/2001	116.9403113	0.919465	1.532277843
3/5/2001	117.1079007	0.91961	1.533403763
3/6/2001	117.2728625	0.91999	1.533955786
3/7/2001	117.5497327	0.920025	1.535464758
3/8/2001	117.7421391	0.920665	1.536439543
3/9/2001	117.9105068	0.921405	1.537464349
3/11/2001	118.1447443	0.922745	1.538305839
3/12/2001	118.3442925	0.92343	1.53957195
3/13/2001	118.5134075	0.923465	1.539955574
3/14/2001	118.7197496	0.92289	1.54167409
3/15/2001	119.0702496	0.9222	1.543295606
3/16/2001	119.445464	0.92167	1.545696024
3/18/2001	119.8249436	0.92125	1.54783926
3/19/2001	120.110187	0.920295	1.549425997
3/20/2001	120.4215978	0.919925	1.551023521
3/21/2001	120.7385885	0.91919	1.553297472
3/22/2001	120.9653896	0.917695	1.554650093
3/23/2001	121.1372572	0.915925	1.555578656
3/25/2001	121.3822804	0.913995	1.556390212
3/26/2001	121.5106346	0.91199	1.556448287
3/27/2001	121.5591456	0.90998	1.557815117
3/28/2001	121.639227	0.907975	1.558556535
3/29/2001	121.8954911	0.905195	1.559941627
3/30/2001	122.3130633	0.902435	1.5614329
4/1/2001	122.653724	0.899705	1.562972624
4/2/2001	122.9943217	0.89717	1.564413326
4/3/2001	123.2653387	0.895325	1.565526343
4/4/2001	123.4124493	0.894215	1.566180977
4/5/2001	123.5998351	0.893305	1.566744693
4/6/2001	123.6188984	0.89299	1.566549961
4/8/2001	123.7275747	0.893265	1.56628806
4/9/2001	123.8259009	0.89322	1.565984435
4/10/2001	123.8434342	0.892875	1.565024013
4/11/2001	123.8973928	0.89229	1.564793154
4/12/2001	123.9109745	0.89149	1.564546187
4/13/2001	123.9480245	0.8911	1.564237027
4/15/2001	124.0044031	0.891235	1.563966834
4/16/2001	124.0116028	0.89113	1.563684278
4/17/2001	123.9114502	0.8906	1.563961966
4/18/2001	123.736074	0.8901	1.563927493
4/19/2001	123.5659717	0.890225	1.562534398
4/20/2001	123.453022	0.891015	1.560740646
4/22/2001	123.3317818	0.89237	1.559032013
4/23/2001	123.1611359	0.89346	1.558076583
4/24/2001	123.0600754	0.89415	1.556821671
4/25/2001	122.969592	0.894875	1.555981511
4/26/2001	123.0172499	0.89526	1.554697558
4/27/2001	123.1156071	0.894555	1.55354541
4/29/2001	123.1922159	0.8943	1.552464894
4/30/2001	123.1967668	0.89346	1.550839666
5/1/2001	123.0932652	0.89303	1.549045412
5/2/2001	122.9453352	0.89301	1.547469659
5/3/2001	122.7676842	0.893025	1.546043977
5/4/2001	122.6307619	0.89323	1.545020741
5/6/2001	122.5344989	0.89313	1.544009242
5/7/2001	122.4388323	0.893245	1.543817886
5/8/2001	122.3637054	0.892965	1.543901897
5/9/2001	122.3509716	0.89293	1.543435049
5/10/2001	122.3661171	0.892955	1.543355521
5/11/2001	122.3674393	0.892405	1.544083566
5/13/2001	122.3819689	0.89138	1.54465656
5/14/2001	122.4589242	0.889925	1.545489269
5/15/2001	122.5952172	0.88834	1.545699814
5/16/2001	122.6604346	0.887715	1.545061737
5/17/2001	122.6661075	0.88723	1.544284429
5/18/2001	122.7493353	0.88647	1.543238293
5/20/2001	122.8151129	0.885315	1.542234646
5/21/2001	122.8051022	0.88445	1.541793251
5/22/2001	122.7369972	0.88317	1.541755798
5/23/2001	122.4725213	0.88163	1.542607627
5/24/2001	122.2332335	0.87981	1.542768805
5/25/2001	122.0824494	0.878095	1.543038443
5/27/2001	121.9403114	0.876535	1.543358591
5/28/2001	121.8488531	0.874825	1.543505392
5/29/2001	121.7108671	0.8731	1.54285726
5/30/2001	121.5326893	0.871385	1.543080378
5/31/2001	121.2476713	0.8695	1.542596532
6/1/2001	121.0593216	0.867595	1.542006386
6/3/2001	120.86891	0.86601	1.541453397
6/4/2001	120.7213948	0.8645	1.54114355
6/5/2001	120.6831667	0.863355	1.540053688
6/6/2001	120.6304842	0.861995	1.538524765
6/7/2001	120.5885333	0.86064	1.536960502
6/8/2001	120.616292	0.85894	1.535202359
6/10/2001	120.673788	0.857355	1.533735468
6/11/2001	120.767713	0.85543	1.532379709
6/12/2001	120.9079308	0.853985	1.531543546
6/13/2001	121.0071755	0.85301	1.530196542
6/14/2001	121.0579207	0.852835	1.529139728
6/15/2001	121.2352616	0.85309	1.528659754
6/17/2001	121.3995224	0.853305	1.528282635
6/18/2001	121.5671869	0.853195	1.528750955
6/19/2001	121.7217405	0.85294	1.529269912
6/20/2001	121.9215748	0.85279	1.529625158
6/21/2001	122.1452343	0.852615	1.529127524
6/22/2001	122.3694977	0.852685	1.528505855
6/24/2001	122.5419265	0.853385	1.527848155
6/25/2001	122.6522192	0.85408	1.52687214
6/26/2001	122.7767698	0.854715	1.525731936
6/27/2001	122.9504107	0.85548	1.524900323
6/28/2001	123.0465621	0.85513	1.524805054
6/29/2001	123.1954609	0.855285	1.523928382
7/2/2001	123.2682742	0.85528	1.523163775
7/3/2001	123.3865338	0.855105	1.52228151
7/4/2001	123.5344829	0.854955	1.520978509
7/5/2001	123.7454846	0.85509	1.519971032
7/6/2001	123.9487718	0.85429	1.519354744
7/8/2001	124.1031744	0.85392	1.519673339
7/9/2001	124.2523959	0.853195	1.519971117
7/10/2001	124.3921677	0.852655	1.520050058
7/11/2001	124.3738661	0.852265	1.519959576
7/12/2001	124.3515931	0.85217	1.520525331
7/13/2001	124.4076318	0.852105	1.521703871
7/15/2001	124.4621431	0.85206	1.523113026
7/16/2001	124.5562247	0.85213	1.524540357
7/17/2001	124.5946795	0.851855	1.525565085
7/18/2001	124.5342338	0.85183	1.526654124
7/19/2001	124.3843068	0.852325	1.527658493
7/20/2001	124.2534204	0.85286	1.528957684
7/22/2001	124.1816661	0.853415	1.530323619
7/23/2001	124.1948408	0.854645	1.531749941
7/24/2001	124.2058083	0.85567	1.532802328
7/25/2001	124.150017	0.85698	1.533478297
7/26/2001	124.1195392	0.858645	1.533756554
7/27/2001	124.0614879	0.860165	1.533751168
7/29/2001	124.1289652	0.86175	1.533517723
7/30/2001	124.1947781	0.863665	1.533430321
7/31/2001	124.2476563	0.865055	1.532913148
8/1/2001	124.2716891	0.866645	1.532978562
8/2/2001	124.221052	0.868185	1.533352032
8/3/2001	124.1666661	0.869585	1.533347077
8/5/2001	124.1469836	0.870935	1.532914022
8/6/2001	124.1158423	0.872345	1.532655544
8/7/2001	124.0562383	0.873635	1.532069301
8/8/2001	124.0089775	0.87476	1.532348416
8/9/2001	123.8338368	0.876215	1.532515233
8/10/2001	123.6658523	0.877825	1.533142354
8/12/2001	123.5281521	0.87888	1.533719273
8/13/2001	123.4207091	0.87992	1.53417458
8/14/2001	123.2539749	0.881245	1.534615096
8/15/2001	122.9488344	0.882935	1.534766039
8/16/2001	122.7098978	0.885165	1.534121655
8/17/2001	122.4699075	0.88709	1.534481497
8/19/2001	122.2746782	0.888965	1.535264212
8/20/2001	122.1380422	0.89089	1.536039049
8/21/2001	121.9201334	0.89265	1.536930568
8/22/2001	121.785835	0.89474	1.537870514
8/23/2001	121.5881364	0.896635	1.538320941
8/24/2001	121.4387901	0.898445	1.538471328
8/26/2001	121.3246196	0.90011	1.538550249
8/27/2001	121.2156082	0.90156	1.538726416
8/28/2001	121.0979313	0.90288	1.5389239
8/29/2001	120.9886045	0.90448	1.538893052
8/30/2001	120.7992136	0.90587	1.539569904
8/31/2001	120.6078599	0.907905	1.540210866
9/2/2001	120.466159	0.90947	1.54125745
9/3/2001	120.32462	0.910325	1.542194836
9/4/2001	120.2717991	0.910965	1.54297628
9/5/2001	120.3278182	0.9106	1.544445206
9/6/2001	120.4175498	0.91012	1.545650424
9/7/2001	120.3825451	0.909675	1.546845622
9/9/2001	120.3337312	0.909315	1.548631753
9/10/2001	120.4324235	0.909015	1.550323967
9/11/2001	120.3188594	0.908085	1.551616923
9/12/2001	120.2313489	0.9078	1.552624835
9/13/2001	120.1093157	0.9075	1.553593898
9/14/2001	119.8484285	0.90717	1.554813527
9/16/2001	119.5819115	0.90751	1.555717
9/17/2001	119.4303009	0.908075	1.556867762
9/18/2001	119.2807484	0.908405	1.558194642
9/19/2001	119.1044867	0.909105	1.559461819
9/20/2001	118.9145356	0.909945	1.560379741
9/21/2001	118.6988655	0.91038	1.560943575
9/23/2001	118.4846878	0.910695	1.561929901
9/24/2001	118.370908	0.91048	1.562860387
9/25/2001	118.2632025	0.91069	1.563559398
9/26/2001	118.2114689	0.911425	1.564229931
9/27/2001	118.3160909	0.912275	1.564998509
9/28/2001	118.4317013	0.913685	1.566351032
9/30/2001	118.5601107	0.91484	1.567574743
10/1/2001	118.7210526	0.91561	1.568653339
10/2/2001	118.9247618	0.916045	1.569191116
10/3/2001	119.0871655	0.916785	1.569049105
10/4/2001	119.2207688	0.91755	1.569034905
10/5/2001	119.3445051	0.91793	1.569136342
10/7/2001	119.396457	0.918525	1.568456691
10/8/2001	119.4510801	0.918975	1.567870339
10/9/2001	119.5538344	0.918975	1.567349355
10/10/2001	119.6220406	0.91833	1.56725894
10/11/2001	119.7780368	0.91787	1.567339041
10/12/2001	119.903938	0.91671	1.567021037
10/14/2001	120.0121344	0.9159	1.566619033
10/15/2001	120.0814549	0.9155	1.566007697
10/16/2001	120.2241735	0.915115	1.565445059
10/17/2001	120.3009189	0.914805	1.565364577
10/18/2001	120.3894028	0.914155	1.565967951
10/19/2001	120.4685073	0.91311	1.567123384
10/21/2001	120.5619828	0.91192	1.567825919
10/22/2001	120.7532225	0.9111	1.568499641
10/23/2001	120.9252966	0.910115	1.569490151
10/24/2001	121.121935	0.909135	1.56964347
10/25/2001	121.2760364	0.907985	1.570001235
10/26/2001	121.411652	0.906585	1.570363022
10/28/2001	121.5162566	0.90546	1.570947496
10/29/2001	121.5480417	0.904205	1.571428687
10/30/2001	121.5815615	0.90353	1.571683098
10/31/2001	121.6499842	0.902965	1.57234185
11/1/2001	121.6614143	0.90196	1.573918817
11/2/2001	121.662232	0.901455	1.575936073
11/4/2001	121.6696385	0.901045	1.577351685
11/5/2001	121.6620538	0.90087	1.578689619
11/6/2001	121.5942392	0.90016	1.580138227
11/7/2001	121.5462164	0.899285	1.581325063
11/8/2001	121.4189577	0.898835	1.582817914
11/9/2001	121.3161998	0.897995	1.58432097
11/11/2001	121.2298951	0.89748	1.586118973
11/12/2001	121.1956194	0.897015	1.587755261
11/13/2001	121.2331794	0.89666	1.589197617
11/14/2001	121.2776385	0.895815	1.589664511
11/15/2001	121.3807206	0.895375	1.589905986
11/16/2001	121.5301758	0.89502	1.590029225
11/18/2001	121.6663495	0.89457	1.590035966
11/19/2001	121.80384	0.893995	1.589765874
11/20/2001	121.89776	0.893355	1.589931029
11/21/2001	122.0132114	0.89276	1.59039474
11/22/2001	122.1852865	0.8914	1.591433336
11/23/2001	122.3790688	0.88999	1.592249209
11/25/2001	122.5391575	0.88888	1.592911189
11/26/2001	122.7068568	0.887635	1.593538695
11/27/2001	122.7985847	0.886535	1.594049295
11/28/2001	122.8311004	0.8858	1.593930315
11/29/2001	122.9357575	0.885305	1.593013142
11/30/2001	122.9904473	0.884875	1.591554748
12/2/2001	123.0542142	0.88477	1.5896162
12/3/2001	123.1519081	0.884985	1.588243229
12/4/2001	123.2564883	0.88485	1.587181969
12/5/2001	123.3377751	0.88466	1.585840829
