step,test_acc
500,0.987079326923
1000,0.990685096154
1500,0.991786858974
2000,0.99358974359
2500,0.994591346154
3000,0.994391025641
3500,0.993790064103
4000,0.994791666667
4500,0.994491185897
5000,0.995192307692
5500,0.99469150641
6000,0.993689903846
6500,0.994190705128
7500,0.99469150641
8000,0.994491185897
8500,0.994591346154
9000,0.994491185897
9500,0.994491185897
10000,0.994891826923
10500,0.994891826923
11000,0.994791666667
